year,pm25_mean,pm25_median,pm25_q25,pm25_q75,pm25_q10,pm25_q90,pm25_iqr,pm25_std,pm25_min,pm25_max,pm25_count
2016,14.772142979925812,11.57432597628153,7.420364596282088,17.786788110750145,4.619513004600916,26.538439193210746,10.366423514468057,14.051129468931187,0.0,217.8029328857834,14119.0
2017,102.27970906377078,54.51549078827611,24.540791996831608,147.55323923382622,11.703176718323395,265.13982847885785,123.0124472369946,111.35806071311106,0.0,1280.7790050409005,29930.0
2018,106.65839770802495,49.89842317115745,26.731726131802045,125.42705048938038,17.948140040857652,294.4132295222238,98.69532435757833,132.02001534535006,0.23384508005200094,901.086773060692,29930.0
2019,62.1195378072688,31.184893163509305,17.60245916548032,70.41781311902294,11.731974052071774,158.43496371941845,52.81535395354262,77.45841769790007,0.6042892681972053,826.2484243459766,29930.0
2020,24.935446995165186,19.45974704452825,13.048456879097069,30.71319721625033,8.788367671204337,48.34913406389557,17.664740337153262,18.604605488255736,1.879739218980402,177.83542734133124,29972.0
2021,28.97652959761039,20.227958111936807,13.28411809613346,35.341598160807905,9.259619655648082,60.92897405752552,22.057480064674444,24.97419418748923,0.2574547754473035,224.50377802949964,29930.0
2022,28.932499837032655,21.850728064538753,14.662299921206147,35.668540428938165,10.493368430585491,57.4218773043465,21.006240507732016,22.011966479762012,2.7152325174575673,213.13328291993318,29930.0
2023,23.965180628026843,17.45599220726035,11.896394092048013,28.246041949842038,8.587835687023926,47.3442717918715,16.349647857794025,20.175101453795495,1.2900648327374142,191.6364453791175,25003.0
2024,25.05367626830525,17.717361799896025,11.729716975494853,30.516586591033956,8.389072547743126,51.74135431218474,18.786869615539104,21.20488910589276,1.0487650747847965,211.64191821299028,29336.0
