year,month,temperature_c_mean,temperature_c_median,temperature_c_q10,temperature_c_q90,min_value,max_value
2018,11,20.373668024039578,19.86529693603515,13.025279303656667,28.56863857693141,6.477829996744788,33.930155436197936
2018,12,22.146551056090516,20.999054802788663,16.10418440077038,30.160623406304264,10.442533365885424,34.38175760904949
2019,1,20.715936607898648,19.95756734212239,15.377348497178833,27.425207824707037,11.176014539930575,30.542073228624133
2019,2,19.56841699105723,18.867726813422337,15.371352572970938,25.134945339626757,11.324382527669286,28.39833034939238
2019,3,20.247402814183765,19.603492228190103,14.82503194173177,26.49163557264539,11.486883205837673,29.85219421386722
2019,4,15.749248792389308,15.188033040364587,11.493681742350264,20.903736741807737,5.935152180989576,26.758438788519925
2019,5,14.46414894049314,14.02961374918624,8.300949944390231,21.313249715169235,4.363450453016526,24.284623209635413
2019,6,11.02325923825489,10.224423726399747,4.41613189697265,18.34585028754341,1.2782718234591923,22.094217936197936
2019,7,11.052395224257909,10.453101264105896,3.9800297715928705,19.355245327419688,-1.8616115993923472,23.35411071777344
2019,8,15.663779917070956,15.401031494140623,8.374939710828965,23.564228888617617,2.2162957085503763,25.865861341688344
2019,9,17.321086381982887,16.851419915093345,8.629624701605934,26.644973280164947,2.9489010281033075,30.163232082790785
2019,10,20.946425297325806,20.58337554931643,12.457999064127614,29.77447265624999,7.557644653320324,33.118133884006056
2019,11,20.776906881921093,20.170991346571185,15.341606614854612,27.60825269911025,9.964819675021715,30.68469950358076
2019,12,19.338294646560513,18.522670152452264,13.425540534125457,26.25914208306211,10.13898722330731,30.1539099799262
2020,1,20.239166199605535,19.854979451497428,15.662221917046434,25.865439419216585,12.512680392795176,28.77269829644098
2020,2,20.145478635668617,19.500620015462232,14.921013047960088,26.261854214138452,9.964262220594662,29.366049533420153
2020,3,17.914261966281476,17.261169772677988,13.189376763237853,23.927692023383297,10.115768093533006,26.033770073784694
2020,4,14.994890016626442,14.501985846625471,10.152833116319425,20.57282246907554,5.123867797851574,24.026446872287295
2020,5,12.489857333877191,11.63372328016493,6.575964423285581,19.649969177246085,0.1750020345052121,21.37412211100263
2020,6,9.137473532594292,8.7333467271593,2.3354727172851883,16.801103176540817,-2.1073628743489508,22.077690294053863
2020,7,9.667143795510215,8.855302768283423,2.7523778618706443,17.901110941568998,-3.0017378065321054,21.6255204942492
2020,8,12.41259570788313,12.087490675184512,4.919911838107675,20.531077677408867,-0.5245761447482664,26.283462185329824
2020,9,17.11142547748708,16.545880466037318,9.378643222384948,25.109593065049967,5.697055053710926,29.300816853841127
2020,10,19.298325004258615,18.55365532769099,12.173398946126303,27.76435902913417,8.764422268337682,32.23793233235676
2020,11,19.423734166180655,18.620168558756543,13.950853068033878,26.43705003526475,11.321817016601583,31.493081665039085
2020,12,20.015467056493183,19.45611673990885,14.911963297526034,25.56581427680124,11.617619832356752,29.222755262586816
2021,1,19.94802152207534,19.077438863118488,16.196708475748704,25.06634626600478,12.777146402994788,29.067110866970495
2021,2,18.482090698222017,17.855783081054682,14.47153849283854,23.75402910020616,9.31237759060332,27.88928866916234
2021,3,18.053367958843648,17.37500779893665,13.15087799072266,23.985560234917507,9.177456665039074,27.966268581814234
2021,4,17.146006936909252,16.22785763210723,11.345789794921904,23.996626654730935,7.466017320421031,27.59290195041234
2021,5,12.81627636479934,12.187333848741304,6.678097262912365,19.688621249728747,2.3597849527994867,22.80366448296445
2021,6,10.350019918842092,9.76825205485028,4.118085259331628,17.827077433268254,-1.905661688910584,22.529026624891515
2021,7,8.704269361780833,8.225967915852863,1.5502080959744375,16.78691199408637,-3.2854488796658075,22.293926323784717
2021,8,13.1513440960482,12.76471201578778,5.60380893283421,21.54350121392144,-0.4621558295355612,25.20760633680555
2021,9,17.67325181419468,17.26720750596789,9.545874498155364,26.05813815646701,6.153696695963561,31.25050320095488
2021,10,16.97425399834966,16.359175448947525,10.69409515380861,24.34860124376088,5.788115437825525,29.903001912434945
2021,11,19.567036343798236,18.55511847602,13.03084493001304,27.581052585177947,9.768570963541665,31.4337158203125
2021,12,18.444695691253415,17.57696685791015,14.12742631700308,24.203409491644972,10.105194769965294,27.735482788085903
2022,1,18.9673918283114,18.382619052463127,15.18481794569226,23.83352711995441,10.30475396050349,26.63335232204861
2022,2,19.660328238351017,19.119357299804705,14.926990763346367,25.1698027886285,11.938939073350696,27.74437628851996
2022,3,17.624350981444596,17.25465901692712,13.102284206814272,22.683155890570777,8.829596625434021,25.304307725694457
2022,4,13.877541381930142,13.365289476182769,9.028515591091551,19.440761854383673,1.9215148925781025,23.006031968858565
2022,5,11.82938386058011,11.173912556966144,6.424749484592018,18.613306104872,1.06140407986112,20.89921230740015
2022,6,8.677794969817752,8.02442440456818,2.8287959798177327,15.61710544162326,-2.9854159884982323,18.719901529947947
2022,7,10.33884355415154,9.609600490993929,4.21779880099827,17.04693884955512,-0.6119866265190694,19.281841701931455
2022,8,12.730807493294169,12.093235609266486,5.872934536404091,20.770200297037757,-0.8041778564452784,24.636449178059877
2022,9,17.965574435481326,17.579097832573808,10.311686299641934,26.183160841200113,5.183430311414952,30.113938395182288
2022,10,20.66489851711188,20.09213222927519,14.521779310438376,28.326308051215317,11.06654222276478,32.78423733181427
2022,11,17.994871052871527,17.188194953070763,13.335500149197047,23.755113288031698,11.127370876736109,27.367825317382824
2022,12,18.95092959386902,18.44342634412979,14.632494981553824,24.3029293484158,11.46479288736981,27.17949320475265
2023,1,20.26472209306032,19.814127773708776,14.943484327528216,26.544239027235275,10.620184326171852,29.920371500651015
2023,2,18.752404086299684,18.00103861490885,15.228779262966606,23.45400834825304,10.924513414170974,27.201622856987857
2023,3,18.730511885703407,18.093759155273432,13.450658196343335,24.742567036946618,9.684629991319468,27.23354254828564
2023,4,16.31678435902538,15.840930684407567,10.456888292100684,22.591496073404976,4.567486572265636,25.187176513671886
2023,5,13.073707717749675,12.625446065266942,7.312138197157123,19.360573018391943,3.624073621961827,24.51405232747396
2023,6,10.417469584147147,9.704877895779076,4.393936089409727,17.453977627224376,0.5352501763238138,20.862289089626756
2023,7,9.568111421045025,8.851006740993938,2.9058404880100057,17.355073004828586,-1.887307061089416,21.937162611219605
2023,8,12.963054873467645,12.639009094238304,4.9620773654513926,21.73768578423392,-0.8356268988715101,26.790626695420997
2023,9,17.621286530671306,16.951682027180993,9.70700185139977,26.527968105740037,4.357803005642381,29.97249348958337
2023,10,19.01559837733262,18.64964633517795,10.310453287760412,27.948564181857662,5.509145779079915,32.440175374348996
2023,11,20.37283745612628,20.19658847384983,13.279288228352868,28.23161824544271,7.452302720811645,31.920191446940123
2023,12,20.75347363644035,20.06214277479384,14.945593668619797,27.71458119710285,11.014347330729208,31.65480041503912
2024,1,20.048421506374908,19.72671995698741,15.464099731445334,25.417722534865533,9.402228606149096,28.93402466506103
2024,2,21.359330584961985,20.600320434570364,15.998787252018984,27.985425010423995,12.940980615508693,30.957007830330497
2024,3,20.894091452229564,20.126691479629383,14.888511331965418,28.5213219117583,12.019694536187728,31.87443772219541
2024,4,15.95792837797781,15.585921966895654,10.349995473797415,22.08282741589494,6.73807626788539,26.06471739351082
2024,5,15.418545286071016,14.937360424941886,8.762052094534578,22.953511853164542,5.189857465765499,25.783951902925367
2024,6,10.105981843450731,9.69068846970464,3.637560229355069,17.304482792200723,-0.409466621313129,20.633244958084617
2024,7,10.772378724621229,9.930979165066532,2.726123732663325,19.41473844721083,-2.936593147877886,22.84079569270108
2024,8,14.632691788497732,13.86892801349086,7.544985138968173,23.087737214163504,0.038405411966778,26.98105585334008
2024,9,17.401685076319513,17.19224718072445,8.809349351518648,26.26233949125486,4.758991095725094,29.937002700634196
2024,10,18.531668713514257,18.030969752622497,10.8740065156744,26.71744179029146,2.487197087320112,32.94449990947601
2024,11,20.825270740161415,20.305048207486635,14.277554595604414,28.269534678941405,8.852877224697181,33.590866671787296
2024,12,22.385616646336892,21.067759378840464,16.86916867374041,30.722449090507663,13.508751755617991,34.13256414177715
