year,month,pm25_mean,pm25_median,pm25_q10,pm25_q90,min_value,max_value
2021,6,43.36166363662298,30.49733484553704,12.368353343215578,98.63905535103008,0.2574547754473035,224.50377802949964
2021,7,47.87975202107593,36.829934452625295,13.48788304292944,102.849280490493,2.843587655941239,216.94056875695912
2021,8,31.465438686982218,23.98803460142045,11.051727092455858,61.42000057270008,3.072547156872492,173.76763795395024
2021,9,24.927695079997797,21.20369637135757,10.752162818214664,44.42317337914292,2.257715655454936,128.88182200098387
2021,10,18.615243185850456,16.26069456861501,7.889988259316501,31.52656082177758,2.6467699741307738,96.57313663288171
2021,11,14.27604902299252,12.73802362734299,6.2921688884861515,23.195574760082906,2.065947857232686,78.63554484489354
2021,12,16.34597628176219,13.672505042668838,7.780405929781208,28.904709791478272,2.2532695367680424,74.0252560787597
2022,1,19.578799213264848,16.342637123920248,8.57461175908834,35.70691436202914,3.510060174140615,81.32280244082652
2022,2,22.42334296551356,18.618194439148706,9.997135085571838,40.84194083785721,3.278995980720695,92.01624132734092
2022,3,28.70054560076758,22.563573163726968,11.1354248317934,55.948413382531314,2.7152325174575673,105.48757956030384
2022,4,24.954120656852034,17.740047516449174,8.661745946133474,52.77624029422266,3.395077945274221,147.47045786232496
2022,5,37.452774049082066,30.088937632053963,12.699920493020045,76.66364896754028,3.643876175155688,142.27353681497755
2022,6,43.4076321477969,32.03858853431449,14.089083875636383,90.6999554982891,5.146527546009757,186.15402443454232
2022,7,46.113553136519045,36.52569651863429,16.03887683861908,90.66157750007385,4.586026549966085,213.1332829199332
2022,8,30.852155979331428,23.92733409696855,11.986995488518696,61.31522399554203,3.0661383859226663,141.25593522224406
2022,9,27.390771872373403,22.647522148243013,13.820162265869405,47.58316434888981,2.8076626664622713,108.17826607150822
2022,10,27.42477365514449,23.493501093259265,13.717237287927183,48.14096346177184,4.128898932155888,98.8176203428828
2022,11,17.892509744629557,15.042201706449989,8.066642085926045,32.14709202426801,3.2416358486386803,84.7206120642323
2022,12,20.301843683083547,15.926517096595752,9.199889769653588,38.31116214697134,4.450529688372084,96.24820598638996
2023,1,22.768546413368178,16.97601560179097,9.001830108674042,47.83507281904174,2.9286388869564917,110.19435675052593
2023,2,22.32753526000284,17.45392541607771,8.123449468655508,44.72326686766337,3.0348206170316416,106.10265377408724
2023,3,23.097186835603893,18.36800311849629,11.026721224993707,43.218837930680806,5.275162084927842,89.8501184565248
2023,5,24.118635713422233,19.492888192473856,11.40711036740072,43.34875924882908,5.865922414471925,126.92129303104592
2023,6,35.869309273938555,26.44787855388131,13.706761414766788,76.9635889241727,4.968200073562912,137.34769765960664
2023,7,36.054334633922224,22.731569515599404,9.447939763873592,83.8500568534073,2.393684361834403,191.6364453791175
2023,8,30.44102978710484,20.826123048323097,11.437193858654382,62.967675518166295,4.041965429024685,172.30280491276062
2023,9,19.22697801652685,16.102520206118243,7.991418105035564,35.33747623407634,1.8477835928010224,82.69051932074944
2023,10,16.062411482712147,13.119795472249509,6.729475510169891,29.92359551257097,2.26891039289967,77.55932074360317
2023,11,18.35109670121841,15.024371968763717,8.473591250890422,33.04162241590802,2.467017035101549,74.40487337362356
2023,12,14.81263678229442,12.148015926527478,6.736750313152129,27.161383187035423,1.2900648327374142,65.44217256987395
2024,1,23.69590837102482,19.634678771751624,9.364513342546845,44.31362263801475,1.4302997675130769,80.56456124450051
2024,2,20.651357543471313,16.710544059606036,8.716197186231511,37.45799475041168,3.784929258898728,87.22316380271877
2024,3,20.201106695985732,15.821699506091136,7.632739329466177,40.9109389920559,2.839954493794039,74.86346476071049
2024,4,22.70938670183828,16.763023857890857,6.11846306952657,47.7993495451301,1.0487650747847963,88.18359731321834
2024,5,40.05136549783013,31.518183618572948,13.826800682181783,78.58884316647163,5.942752068222035,158.16112863831222
2024,6,42.96608738453342,26.795721197458988,10.441810172068244,96.86540067832536,3.416347649221052,211.64191821299028
2024,7,33.883498588249765,23.4228743067888,10.549002382731487,74.98546210626957,3.2774210012576077,153.86592622235185
2024,8,25.58729907331315,18.38381802343747,9.31422183825248,53.51507610384943,3.1652689358452335,114.1243046731688
2024,9,17.32181276617022,13.87318970813567,6.988676570784946,30.127455374895348,1.9576895660122773,113.34043392707828
2024,10,16.356658605139916,13.725492298277686,7.612870334128274,28.755265191193764,2.354454631259273,68.99752946765147
2024,11,19.018902326798862,14.289105898512844,7.36026479764007,37.6731684070819,3.2417322159972173,95.50799973112588
2024,12,16.66259082851817,14.253652036444464,8.288195019190425,27.7093914036186,2.395904585839048,80.93885384141686
